"","GO.ID","Term","Annotated","Significant","Expected","raw.p.value"
"371","GO:0030200","heparan sulfate proteoglycan catabolic process",3,3,3,"0.03104"
"372","GO:0032811","negative regulation of epinephrine secretion",2,2,2,"0.03141"
"373","GO:2000323","negative regulation of glucocorticoid receptor signaling pathway",6,6,6,"0.03161"
"374","GO:0007193","adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway",33,33,33,"0.03162"
"375","GO:0033600","negative regulation of mammary gland epithelial cell proliferation",5,5,5,"0.03188"
"376","GO:1902219","negative regulation of intrinsic apoptotic signaling pathway in response to osmotic stress",2,2,2,"0.03201"
"377","GO:0035329","hippo signaling",29,29,29,"0.03210"
"378","GO:0007094","mitotic spindle assembly checkpoint",34,34,34,"0.03213"
"379","GO:0007076","mitotic chromosome condensation",14,14,14,"0.03216"
"380","GO:1990051","activation of protein kinase C activity",4,4,4,"0.03241"
"381","GO:0048858","cell projection morphogenesis",487,487,487,"0.03250"
"382","GO:0006396","RNA processing",795,795,795,"0.03253"
"383","GO:0001798","positive regulation of type IIa hypersensitivity",6,6,6,"0.03256"
"384","GO:0033619","membrane protein proteolysis",48,48,48,"0.03265"
"385","GO:0016078","tRNA catabolic process",10,10,10,"0.03271"
"386","GO:0070164","negative regulation of adiponectin secretion",4,4,4,"0.03277"
"387","GO:0008283","cell population proliferation",1410,1410,1410,"0.03278"
"388","GO:0032273","positive regulation of protein polymerization",106,106,106,"0.03288"
"389","GO:1903829","positive regulation of cellular protein localization",268,268,268,"0.03291"
"390","GO:0070294","renal sodium ion absorption",4,4,4,"0.03293"
"391","GO:0048752","semicircular canal morphogenesis",5,5,5,"0.03309"
"392","GO:0089700","protein kinase D signaling",3,3,3,"0.03310"
"393","GO:2000146","negative regulation of cell motility",208,208,208,"0.03317"
"394","GO:0021540","corpus callosum morphogenesis",6,6,6,"0.03341"
"395","GO:0060341","regulation of cellular localization",827,827,827,"0.03347"
"396","GO:0043651","linoleic acid metabolic process",8,8,8,"0.03376"
"397","GO:0070306","lens fiber cell differentiation",28,28,28,"0.03377"
"398","GO:0031077","post-embryonic camera-type eye development",9,9,9,"0.03390"
"399","GO:0045648","positive regulation of erythrocyte differentiation",27,27,27,"0.03398"
"400","GO:0001878","response to yeast",6,6,6,"0.03401"
"401","GO:0046330","positive regulation of JNK cascade",119,119,119,"0.03403"
"402","GO:0007256","activation of JNKK activity",7,7,7,"0.03407"
"403","GO:0042745","circadian sleep/wake cycle",13,13,13,"0.03417"
"404","GO:0051480","regulation of cytosolic calcium ion concentration",213,213,213,"0.03420"
"405","GO:0001754","eye photoreceptor cell differentiation",27,27,27,"0.03421"
"406","GO:1904613","cellular response to 2,3,7,8-tetrachlorodibenzodioxine",2,2,2,"0.03445"
"407","GO:0002827","positive regulation of T-helper 1 type immune response",20,20,20,"0.03450"
"408","GO:0051497","negative regulation of stress fiber assembly",26,26,26,"0.03457"
"409","GO:1990928","response to amino acid starvation",45,45,45,"0.03457"
"410","GO:0001788","antibody-dependent cellular cytotoxicity",3,3,3,"0.03458"
"411","GO:0010224","response to UV-B",13,13,13,"0.03459"
"412","GO:0010706","ganglioside biosynthetic process via lactosylceramide",2,2,2,"0.03466"
"413","GO:0034695","response to prostaglandin E",13,13,13,"0.03472"
"414","GO:0071474","cellular hyperosmotic response",9,9,9,"0.03474"
"415","GO:0046007","negative regulation of activated T cell proliferation",8,8,8,"0.03477"
"416","GO:0030947","regulation of vascular endothelial growth factor receptor signaling pathway",21,21,21,"0.03479"
"417","GO:0000070","mitotic sister chromatid segregation",141,141,141,"0.03496"
"418","GO:0042100","B cell proliferation",79,79,79,"0.03499"
"419","GO:0016584","nucleosome positioning",13,13,13,"0.03502"
"420","GO:0097241","hematopoietic stem cell migration to bone marrow",3,3,3,"0.03519"
"421","GO:1905162","regulation of phagosome maturation",2,2,2,"0.03554"
"422","GO:0006102","isocitrate metabolic process",6,6,6,"0.03622"
"423","GO:0045591","positive regulation of regulatory T cell differentiation",13,13,13,"0.03626"
"424","GO:0035744","T-helper 1 cell cytokine production",9,9,9,"0.03630"
"425","GO:0002277","myeloid dendritic cell activation involved in immune response",3,3,3,"0.03636"
"426","GO:0051280","negative regulation of release of sequestered calcium ion into cytosol",7,7,7,"0.03640"
"427","GO:0071158","positive regulation of cell cycle arrest",29,29,29,"0.03646"
"428","GO:2001106","regulation of Rho guanyl-nucleotide exchange factor activity",5,5,5,"0.03663"
"429","GO:0010749","regulation of nitric oxide mediated signal transduction",6,6,6,"0.03666"
"430","GO:0007005","mitochondrion organization",440,440,440,"0.03666"
"431","GO:0033627","cell adhesion mediated by integrin",50,50,50,"0.03668"
"432","GO:0000466","maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",24,24,24,"0.03671"
"433","GO:0061903","positive regulation of 1-phosphatidylinositol-3-kinase activity",2,2,2,"0.03681"
"434","GO:0022612","gland morphogenesis",97,97,97,"0.03681"
"435","GO:0051276","chromosome organization",1002,1002,1002,"0.03682"
"436","GO:0070206","protein trimerization",12,12,12,"0.03683"
"437","GO:0010989","negative regulation of low-density lipoprotein particle clearance",3,3,3,"0.03684"
"438","GO:0072197","ureter morphogenesis",4,4,4,"0.03695"
"439","GO:0031589","cell-substrate adhesion",263,263,263,"0.03712"
"440","GO:0062009","secondary palate development",14,14,14,"0.03716"
"441","GO:0071347","cellular response to interleukin-1",63,63,63,"0.03718"
"442","GO:0042773","ATP synthesis coupled electron transport",59,59,59,"0.03723"
"443","GO:0032825","positive regulation of natural killer cell differentiation",10,10,10,"0.03724"
"444","GO:0072488","ammonium transmembrane transport",4,4,4,"0.03727"
"445","GO:0097065","anterior head development",4,4,4,"0.03749"
"446","GO:2001237","negative regulation of extrinsic apoptotic signaling pathway",79,79,79,"0.03757"
"447","GO:0043044","ATP-dependent chromatin remodeling",38,38,38,"0.03762"
"448","GO:0001953","negative regulation of cell-matrix adhesion",29,29,29,"0.03806"
"449","GO:0032800","receptor biosynthetic process",21,21,21,"0.03824"
"450","GO:1901529","positive regulation of anion channel activity",3,3,3,"0.03837"
"451","GO:0032496","response to lipopolysaccharide",205,205,205,"0.03846"
"452","GO:2000352","negative regulation of endothelial cell apoptotic process",24,24,24,"0.03852"
"453","GO:0034435","cholesterol esterification",10,10,10,"0.03855"
"454","GO:0031022","nuclear migration along microfilament",2,2,2,"0.03867"
"455","GO:0019853","L-ascorbic acid biosynthetic process",3,3,3,"0.03903"
"456","GO:0006687","glycosphingolipid metabolic process",32,32,32,"0.03930"
"457","GO:0002819","regulation of adaptive immune response",160,160,160,"0.03948"
"458","GO:1901492","positive regulation of lymphangiogenesis",2,2,2,"0.03957"
"459","GO:0050764","regulation of phagocytosis",88,88,88,"0.03962"
"460","GO:0045717","negative regulation of fatty acid biosynthetic process",11,11,11,"0.03968"
"461","GO:0045599","negative regulation of fat cell differentiation",42,42,42,"0.03991"
"462","GO:0097237","cellular response to toxic substance",34,34,34,"0.04002"
"463","GO:0010575","positive regulation of vascular endothelial growth factor production",19,19,19,"0.04004"
"464","GO:0098779","positive regulation of mitophagy in response to mitochondrial depolarization",10,10,10,"0.04006"
"465","GO:0071375","cellular response to peptide hormone stimulus",195,195,195,"0.04013"
"466","GO:0010745","negative regulation of macrophage derived foam cell differentiation",7,7,7,"0.04016"
"467","GO:2000036","regulation of stem cell population maintenance",26,26,26,"0.04026"
"468","GO:0051591","response to cAMP",39,39,39,"0.04032"
"469","GO:1903223","positive regulation of oxidative stress-induced neuron death",10,10,10,"0.04044"
"470","GO:0051384","response to glucocorticoid",48,48,48,"0.04085"
"471","GO:0001706","endoderm formation",21,21,21,"0.04089"
"472","GO:0045910","negative regulation of DNA recombination",43,43,43,"0.04112"
"473","GO:0007130","synaptonemal complex assembly",15,15,15,"0.04124"
"474","GO:0014842","regulation of skeletal muscle satellite cell proliferation",9,9,9,"0.04146"
"475","GO:0001916","positive regulation of T cell mediated cytotoxicity",23,23,23,"0.04148"
"476","GO:2000347","positive regulation of hepatocyte proliferation",12,12,12,"0.04169"
"477","GO:0045742","positive regulation of epidermal growth factor receptor signaling pathway",20,20,20,"0.04189"
"478","GO:0006298","mismatch repair",23,23,23,"0.04212"
"479","GO:0032757","positive regulation of interleukin-8 production",45,45,45,"0.04218"
"480","GO:1904237","positive regulation of substrate-dependent cell migration, cell attachment to substrate",3,3,3,"0.04256"
"481","GO:0072378","blood coagulation, fibrin clot formation",5,5,5,"0.04257"
"482","GO:0090080","positive regulation of MAPKKK cascade by fibroblast growth factor receptor signaling pathway",2,2,2,"0.04260"
"483","GO:0048378","regulation of lateral mesodermal cell fate specification",2,2,2,"0.04260"
"484","GO:0035116","embryonic hindlimb morphogenesis",19,19,19,"0.04262"
"485","GO:0019800","peptide cross-linking via chondroitin 4-sulfate glycosaminoglycan",5,5,5,"0.04275"
"486","GO:0060044","negative regulation of cardiac muscle cell proliferation",13,13,13,"0.04287"
"487","GO:0086002","cardiac muscle cell action potential involved in contraction",29,29,29,"0.04292"
"488","GO:0030316","osteoclast differentiation",87,87,87,"0.04296"
"489","GO:1904874","positive regulation of telomerase RNA localization to Cajal body",4,4,4,"0.04304"
"490","GO:0070269","pyroptosis",13,13,13,"0.04315"
"491","GO:0051928","positive regulation of calcium ion transport",82,82,82,"0.04317"
"492","GO:0002793","positive regulation of peptide secretion",155,155,155,"0.04327"
"493","GO:0070488","neutrophil aggregation",3,3,3,"0.04350"
"494","GO:0010573","vascular endothelial growth factor production",28,28,28,"0.04353"
"495","GO:0002920","regulation of humoral immune response",24,24,24,"0.04368"
"496","GO:0007270","neuron-neuron synaptic transmission",7,7,7,"0.04376"
"497","GO:1905448","positive regulation of mitochondrial ATP synthesis coupled electron transport",5,5,5,"0.04380"
"498","GO:0071625","vocalization behavior",10,10,10,"0.04447"
"499","GO:1900016","negative regulation of cytokine production involved in inflammatory response",16,16,16,"0.04451"
"500","GO:2000321","positive regulation of T-helper 17 cell differentiation",4,4,4,"0.04455"
"501","GO:0030035","microspike assembly",4,4,4,"0.04459"
"502","GO:0140039","cell-cell adhesion in response to extracellular stimulus",2,2,2,"0.04461"
"503","GO:0014003","oligodendrocyte development",30,30,30,"0.04462"
"504","GO:0015990","electron transport coupled proton transport",5,5,5,"0.04469"
"505","GO:0035910","ascending aorta morphogenesis",2,2,2,"0.04493"
"506","GO:0002548","monocyte chemotaxis",35,35,35,"0.04502"
"507","GO:0060173","limb development",112,112,112,"0.04512"
"508","GO:0030198","extracellular matrix organization",176,176,176,"0.04544"
"509","GO:0010389","regulation of G2/M transition of mitotic cell cycle",78,78,78,"0.04547"
"510","GO:0032819","positive regulation of natural killer cell proliferation",5,5,5,"0.04554"
"511","GO:0000050","urea cycle",7,7,7,"0.04555"
"512","GO:1900194","negative regulation of oocyte maturation",3,3,3,"0.04558"
"513","GO:0033689","negative regulation of osteoblast proliferation",7,7,7,"0.04559"
"514","GO:0090336","positive regulation of brown fat cell differentiation",14,14,14,"0.04561"
"515","GO:0010955","negative regulation of protein processing",23,23,23,"0.04569"
"516","GO:0006413","translational initiation",99,99,99,"0.04600"
"517","GO:0034502","protein localization to chromosome",87,87,87,"0.04602"
"518","GO:0097202","activation of cysteine-type endopeptidase activity",13,13,13,"0.04605"
"519","GO:2000588","positive regulation of platelet-derived growth factor receptor-beta signaling pathway",3,3,3,"0.04606"
"520","GO:2000813","negative regulation of barbed-end actin filament capping",3,3,3,"0.04619"
"521","GO:0022007","convergent extension involved in neural plate elongation",4,4,4,"0.04643"
"522","GO:0044794","positive regulation by host of viral process",17,17,17,"0.04654"
"523","GO:0071356","cellular response to tumor necrosis factor",118,118,118,"0.04670"
"524","GO:0045654","positive regulation of megakaryocyte differentiation",8,8,8,"0.04675"
"525","GO:0010693","negative regulation of alkaline phosphatase activity",4,4,4,"0.04694"
"526","GO:0071353","cellular response to interleukin-4",27,27,27,"0.04706"
"527","GO:0060055","angiogenesis involved in wound healing",18,18,18,"0.04710"
"528","GO:0048662","negative regulation of smooth muscle cell proliferation",36,36,36,"0.04713"
"529","GO:0051142","positive regulation of NK T cell proliferation",2,2,2,"0.04719"
"530","GO:1900020","positive regulation of protein kinase C activity",4,4,4,"0.04726"
"531","GO:0019240","citrulline biosynthetic process",3,3,3,"0.04727"
"532","GO:0055003","cardiac myofibril assembly",12,12,12,"0.04755"
"533","GO:0051091","positive regulation of DNA-binding transcription factor activity",211,211,211,"0.04757"
"534","GO:0002572","pro-T cell differentiation",3,3,3,"0.04758"
"535","GO:0030595","leukocyte chemotaxis",165,165,165,"0.04769"
"536","GO:0042472","inner ear morphogenesis",55,55,55,"0.04774"
"537","GO:0060389","pathway-restricted SMAD protein phosphorylation",42,42,42,"0.04776"
"538","GO:0045807","positive regulation of endocytosis",99,99,99,"0.04779"
"539","GO:0071636","positive regulation of transforming growth factor beta production",13,13,13,"0.04787"
"540","GO:0043254","regulation of protein-containing complex assembly",368,368,368,"0.04802"
"541","GO:0043303","mast cell degranulation",41,41,41,"0.04812"
"542","GO:0001817","regulation of cytokine production",547,547,547,"0.04822"
"543","GO:0002638","negative regulation of immunoglobulin production",11,11,11,"0.04823"
"544","GO:0030111","regulation of Wnt signaling pathway",223,223,223,"0.04825"
"545","GO:0048008","platelet-derived growth factor receptor signaling pathway",55,55,55,"0.04825"
"546","GO:0006207","'de novo' pyrimidine nucleobase biosynthetic process",5,5,5,"0.04831"
"547","GO:0043388","positive regulation of DNA binding",52,52,52,"0.04854"
"548","GO:0033077","T cell differentiation in thymus",79,79,79,"0.04870"
"549","GO:1904761","negative regulation of myofibroblast differentiation",3,3,3,"0.04883"
"550","GO:0007274","neuromuscular synaptic transmission",14,14,14,"0.04916"
"551","GO:0008228","opsonization",3,3,3,"0.04920"
