seqnames,start,end,width,strand,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS
chr9,54698263,54698750,488,*,877.260065762292,-5.98141591989436,0.256216227732822,-23.3451876675496,1.54235241734194e-120,2.54388733880561e-118,Promoter (<=1kb),9,54698873,54714761,15889,1,58233,ENSMUST00000120452.7,-123
chr5,113846390,113847286,897,*,965.711451294002,-5.83408185410198,0.249914520884236,-23.3443092200489,1.57436721464481e-120,2.58716197694659e-118,Promoter (<=1kb),5,113846189,113847620,1432,2,23790,ENSMUST00000172016.1,334
chr17,71204050,71204956,907,*,1719.77690322279,-5.24466613314799,0.225034595877067,-23.3060437338847,3.84986155587614e-120,6.20132375799041e-118,Promoter (<=1kb),17,71204654,71231505,26852,1,64898,ENSMUST00000135589.7,0
chr8,80493532,80494390,859,*,2187.63026455033,-4.9262979335523,0.211425246035992,-23.3004242677512,4.38956084897637e-120,7.05797252485321e-118,Promoter (<=1kb),8,80493781,80510542,16762,1,14934,ENSMUST00000063359.7,0
chr7,142095166,142095949,784,*,1190.67229378904,-5.05700204980045,0.217078950629119,-23.2956812954213,4.90342549818435e-120,7.85600693412148e-118,Promoter (<=1kb),7,142079490,142095272,15783,2,18218,ENSMUST00000039926.9,0
chr3,100438149,100439470,1322,*,4516.95460914163,-4.32510258271097,0.185833790693289,-23.274037335058,8.12411456784375e-120,1.29465427170122e-117,Exon (ENSMUST00000199065.1/ENSMUST00000199065.1, exon 1 of 1),3,100426439,100437754,11316,1,73806,ENSMUST00000152827.1,11710
chr6,86547446,86548454,1009,*,1555.57036933723,-4.75144179742301,0.204186881975746,-23.2700639308817,8.91269015787256e-120,1.41528462861537e-117,Exon (ENSMUST00000204663.1/ENSMUST00000204663.1, exon 1 of 3),6,86527474,86563505,36032,1,72012,ENSMUST00000205028.1,19972
chr10,60349558,60349993,436,*,693.279911871803,-6.51977173239038,0.28057811785246,-23.2369216184519,1.9289688578054e-119,3.04688625934835e-117,Promoter (<=1kb),10,60349323,60369293,19971,1,74048,ENSMUST00000105459.1,235
chr2,154632107,154632880,774,*,1097.76365181777,-6.67233556411942,0.287276698193975,-23.2261635074006,2.47780846511224e-119,3.90004439605364e-117,3' UTR,2,154613370,154646778,33409,1,228807,ENSMUST00000109702.1,18737
chr11,98550653,98551846,1194,*,2382.38222633613,-4.29854773256459,0.185095610229003,-23.2233910207074,2.64291852821283e-119,4.15262777871475e-117,Promoter (<=1kb),11,98551097,98558665,7569,1,69376,ENSMUST00000081033.12,0
chr7,45524565,45525649,1085,*,2584.73384187008,-4.59013935723731,0.19767711890426,-23.2203877852977,2.83418229280594e-119,4.44534791845359e-117,Promoter (<=1kb),7,45522922,45526146,3225,2,17872,ENSMUST00000167273.1,497
chr18,67552173,67552800,628,*,1646.45320843107,-4.73441034631047,0.203903137745311,-23.2189185446674,2.9327242338775e-119,4.58385309574291e-117,Promoter (<=1kb),18,67488209,67552721,64513,2,68166,ENSMUST00000045105.12,0
chr19,4793383,4794522,1140,*,3639.77383794631,-4.08218199080433,0.176294088153409,-23.155524008565,1.278917172226e-118,1.9612983209685e-116,Promoter (<=1kb),19,4784293,4793901,9609,2,19653,ENSMUST00000180248.7,0
chr15,80233515,80234411,897,*,3370.44251445069,-4.28897868329862,0.18523870552235,-23.1537932161868,1.33131095907527e-118,2.03815742726121e-116,Promoter (<=1kb),15,80234018,80253371,19354,1,239555,ENSMUST00000023048.11,0
chr9,43116027,43116929,903,*,1088.07180464084,-5.87382983861627,0.253738376050898,-23.1491583182436,1.48240879121087e-118,2.26174670086619e-116,Promoter (<=1kb),9,43108650,43116570,7921,2,235300,ENSMUST00000061833.5,0
chr7,27525975,27526970,996,*,1101.62136889958,-4.9352325273228,0.213205983242727,-23.1477205857972,1.53267023893446e-118,2.33445487413214e-116,Promoter (<=1kb),7,27527059,27531170,4112,1,233020,ENSMUST00000037134.6,-89
chr9,72409220,72410177,958,*,1476.19584756796,-5.53993211360551,0.239351296596704,-23.1456114605472,1.6094966159634e-118,2.44730928566524e-116,Promoter (<=1kb),9,72361735,72409945,48211,2,100502819,ENSMUST00000180997.2,0
chr11,96915993,96916993,1001,*,3498.78757788473,-4.08030725507079,0.176383544703191,-23.1331514622688,2.14851005753609e-118,3.25034731001575e-116,Promoter (<=1kb),11,96916270,96953466,37197,1,319371,ENSMUST00000131501.7,0
chr2,32085259,32085635,377,*,731.184431207427,-6.45074615910791,0.278902067695436,-23.1290725537116,2.36150701678246e-118,3.56621653817808e-116,Promoter (<=1kb),2,32083272,32084857,1586,2,241303,ENSMUST00000143795.1,-402
chr4,132509586,132510858,1273,*,2855.25510062206,-4.24504755797888,0.183579511227003,-23.1237545497642,2.67116696356449e-118,4.01392136336972e-116,Promoter (<=1kb),4,132492032,132510501,18470,2,230784,ENSMUST00000030724.8,0
chr5,110835915,110836558,644,*,1945.0286315318,-4.63933621474143,0.200712847128265,-23.1142962750993,3.32539721362152e-118,4.96996844841033e-116,Promoter (<=1kb),5,110829080,110836320,7241,2,100900,ENSMUST00000144850.7,0
chr17,35090182,35090604,423,*,718.867169037336,-6.12281890041739,0.264893780109746,-23.1142418590603,3.32959029594261e-118,4.96996844841033e-116,Promoter (<=1kb),17,35089870,35091966,2097,1,193742,ENSMUST00000173190.1,312
chr12,111558548,111559126,579,*,702.562116309764,-6.19001530086064,0.267868507376363,-23.1084100235923,3.81096376208274e-118,5.66959990917161e-116,Exon (ENSMUST00000220847.1/ENSMUST00000220847.1, exon 1 of 1),12,111572321,111574340,2020,2,100504687,ENSMUST00000221597.1,15214
chr7,127016450,127017588,1139,*,3200.74690512991,-4.09873591375374,0.177474283899831,-23.0948159005793,5.2200894915967e-118,7.7147065159637e-116,Promoter (<=1kb),7,127001480,127016484,15005,2,67278,ENSMUST00000172958.6,0
chr16,91804325,91805291,967,*,2073.91324776718,-6.21940077212572,0.269502247569827,-23.077361425397,7.81639426488429e-118,1.14760044321809e-115,Promoter (<=1kb),16,91804622,91816917,12296,1,16443,ENSMUST00000124094.7,0
chr5,136961867,136962534,668,*,2085.86914605047,-4.29180029374453,0.186185393122389,-23.0512191196616,1.43006689599472e-117,2.08254945049247e-115,Promoter (<=1kb),5,136962077,136966234,4158,1,66437,ENSMUST00000019198.6,0
chr18,77732169,77733314,1146,*,1831.56492102634,-4.76177421941422,0.206667527730951,-23.0407469992738,1.82123390025327e-117,2.64359332425741e-115,Promoter (<=1kb),18,77729496,77732739,3244,2,105246501,ENSMUST00000180530.2,0
chr7,141391600,141393428,1829,*,4452.49852520627,-4.01325075641951,0.174210737427922,-23.0367589028773,1.99684306067564e-117,2.89380686916035e-115,Promoter (<=1kb),7,141392199,141402966,10768,1,21351,ENSMUST00000211654.1,0
chr2,84798100,84798990,891,*,2604.61585038513,-4.45765604822177,0.193539566128005,-23.032272611759,2.2146647636354e-117,3.19911897147074e-115,Promoter (<=1kb),2,84798828,84810176,11349,1,56791,ENSMUST00000102642.8,0
chr19,5663322,5664106,785,*,1606.69172844289,-4.40008074478527,0.191404730100594,-22.9883594959894,6.09492821705518e-117,8.73378833791139e-115,Promoter (<=1kb),19,5651185,5663707,12523,2,20469,ENSMUST00000169854.1,0
chr15,79062460,79063364,905,*,4748.72980340487,-3.98919678162074,0.173673699114153,-22.9694928015479,9.41036109462942e-117,1.33776498354764e-114,Promoter (<=1kb),15,79053094,79062885,9792,2,223690,ENSMUST00000040676.10,0
chr9,65529612,65530203,592,*,655.815944323994,-6.31218467813893,0.275625512549189,-22.9013077191555,4.50884089865543e-116,6.2801211645969e-114,Exon (ENSMUST00000216282.1/ENSMUST00000216282.1, exon 1 of 2),9,65501457,65520193,18737,2,330963,ENSMUST00000217646.1,-9419
chr11,101259881,101260989,1109,*,1152.22970114444,-4.97010968024538,0.2170922496011,-22.8939987004501,5.33195246272162e-116,7.40356065986586e-114,Promoter (<=1kb),11,101260567,101277409,16843,1,69847,ENSMUST00000139487.7,0
chr9,71165037,71166706,1670,*,2769.70721753281,-4.12302266096383,0.18010689866286,-22.8920862641784,5.57104246607606e-116,7.7235690907395e-114,Promoter (1-2kb),9,71163794,71207770,43977,1,102635087,ENSMUST00000214960.1,1243
chr9,65214719,65216183,1465,*,2716.41328206994,-4.71605010254305,0.206070598771896,-22.8856039175358,6.46393173726214e-116,8.92002660075805e-114,Promoter (<=1kb),9,65214776,65238431,23656,1,214424,ENSMUST00000216486.1,0
chr11,78177806,78178785,980,*,2248.53984909447,-4.21950317209526,0.184545556264947,-22.8642903004255,1.05351137246274e-115,1.44934682822985e-113,Promoter (<=1kb),11,78178130,78179622,1493,1,68385,ENSMUST00000147819.7,0
chr4,133129410,133130869,1460,*,2234.69746555908,-4.22071567433986,0.184638091922146,-22.8593982444293,1.17843035323064e-115,1.61871506802663e-113,Promoter (<=1kb),4,133130505,133199756,69252,1,242687,ENSMUST00000084241.11,0
chr11,96977331,96978674,1344,*,5857.27416868024,-3.93212661773405,0.172050571284415,-22.8544816118855,1.31887197576102e-115,1.80885412173288e-113,Promoter (<=1kb),11,96953341,96977711,24371,2,78912,ENSMUST00000107624.7,0
chr19,5848042,5848309,268,*,915.678071984811,-4.98872420726616,0.218311677581029,-22.851385058935,1.41577503735501e-115,1.93878917959503e-113,Promoter (2-3kb),19,5824708,5845478,20771,2,66961,ENSMUST00000173672.1,-2564
chr17,48451199,48452015,817,*,1169.82887308011,-4.8047632327821,0.210349158893478,-22.8418466613183,1.76123123460445e-115,2.40818121177366e-113,Promoter (<=1kb),17,48447907,48451492,3586,2,70026,ENSMUST00000159478.2,0
chr17,24478289,24479436,1148,*,3269.15409155902,-4.16109378924973,0.182301998105735,-22.8252780138828,2.57296065936735e-115,3.50204189442158e-113,Promoter (<=1kb),17,24473551,24479055,5505,2,56716,ENSMUST00000234941.1,0
chr6,86669007,86669945,939,*,5286.47394419992,-3.94658855505853,0.173093581661701,-22.8003171300243,4.55203702503608e-115,6.1490261834424e-113,Promoter (<=1kb),6,86647042,86669161,22120,2,17119,ENSMUST00000001184.9,0
chr15,82345770,82346525,756,*,3751.20059599486,-4.20083544652521,0.184376621645469,-22.7839918588098,6.60863065643158e-115,8.90028513669191e-113,Promoter (<=1kb),15,82345954,82349090,3137,1,69029,ENSMUST00000023086.14,0
chr11,87108566,87109646,1081,*,5843.75055666111,-3.91214954169904,0.17174108179946,-22.7793460988398,7.34792369447134e-115,9.88108177292573e-113,Promoter (<=1kb),11,87089153,87108708,19556,2,270906,ENSMUST00000051395.8,0
chr11,69323609,69324375,767,*,3038.87209020537,-4.12372564035063,0.181042843572099,-22.7776230144572,7.64263462711208e-115,1.02619843658794e-112,Promoter (<=1kb),11,69299487,69323775,24289,2,216846,ENSMUST00000092973.5,0
chr17,24454480,24455780,1301,*,3415.11039204078,-4.06892340819842,0.17874640328158,-22.7636659171744,1.05082965312942e-114,1.3970032298379e-112,Promoter (<=1kb),17,24443778,24455286,11509,2,13560,ENSMUST00000227293.1,0
chr14,70626977,70627398,422,*,666.97272714788,-5.75812472586841,0.252952671715625,-22.763644624959,1.05134008140995e-114,1.3970032298379e-112,Promoter (<=1kb),14,70601263,70627308,26046,2,13829,ENSMUST00000022694.16,0
chr16,8612270,8613710,1441,*,1400.38708653314,-5.48822047041933,0.241152469372347,-22.7583009400802,1.18759108935421e-114,1.5733825142391e-112,Promoter (<=1kb),16,8612878,8618577,5700,1,268860,ENSMUST00000128459.1,0
chr17,24736087,24737003,917,*,2417.42410649526,-4.13345264838316,0.181670141481531,-22.75251516113,1.35504953182228e-114,1.78994448480831e-112,Promoter (<=1kb),17,24736642,24742778,6137,1,27361,ENSMUST00000115262.7,0
chr11,121236558,121237842,1285,*,6894.79396816867,-3.8881965737449,0.170940294339915,-22.7459335363797,1.57436666065324e-114,2.07353350188388e-112,Promoter (<=1kb),11,121237253,121255856,18604,1,67608,ENSMUST00000103015.3,0
chr6,72097102,72097932,831,*,1839.32830216365,-4.39264208274077,0.193158520890734,-22.7411250742886,1.75667897607204e-114,2.30348710244528e-112,Promoter (<=1kb),6,72097592,72154571,56980,1,20454,ENSMUST00000069994.10,0
chr11,78072423,78072803,381,*,829.854833485325,-6.59220857325364,0.290088010402544,-22.7248570670187,2.5445616980702e-114,3.3268751194039e-112,Promoter (<=1kb),11,78073005,78073070,66,1,387162,ENSMUST00000083467.1,-202
chr13,101692235,101692875,641,*,1490.44085454692,-4.95123711509766,0.218145883864015,-22.6969082679741,4.80629356601144e-114,6.2474840605513e-112,Promoter (<=1kb),13,101683664,101692630,8967,2,18708,ENSMUST00000035532.12,0
chr11,116150816,116151572,757,*,752.70955614174,-6.59282198542387,0.290504292610595,-22.6944047063056,5.08785374356481e-114,6.60388668512558e-112,Promoter (<=1kb),11,116143242,116150795,7554,2,217335,ENSMUST00000125980.1,-21
chr17,24886134,24887162,1029,*,4351.92839259645,-3.94455348415637,0.173927472079654,-22.6793009579871,7.1719370774587e-114,9.28206191701158e-112,Promoter (<=1kb),17,24882611,24886339,3729,2,26426,ENSMUST00000234579.1,0
chr19,6241229,6242212,984,*,2804.12871983851,-4.17280379355963,0.184019443662018,-22.6758852788603,7.75071581854598e-114,1.00022205865847e-111,Promoter (<=1kb),19,6241668,6262335,20668,1,329015,ENSMUST00000045351.12,0
chr8,35588666,35589453,788,*,804.259723256489,-5.59936006483339,0.247146667085922,-22.656020940338,1.21691296053635e-113,1.56815431288685e-111,Promoter (<=1kb),8,35582503,35588972,6470,2,100504714,ENSMUST00000181322.2,0
chr7,132776787,132777081,295,*,789.703954023567,-7.37248863110984,0.325481834609151,-22.6509987568522,1.36384540657572e-113,1.75497118696726e-111,Promoter (<=1kb),7,132713365,132776916,63552,2,77938,ENSMUST00000106168.1,0
chr7,109602514,109603069,556,*,680.932658347847,-6.14556244029112,0.271805236326988,-22.6101694115189,3.44215365081433e-113,4.39770728911457e-111,Promoter (<=1kb),7,109557239,109602665,45427,2,76954,ENSMUST00000208583.1,0
chr5,134932078,134933211,1134,*,2314.87068085838,-4.24861875735592,0.187967102639585,-22.6029911494799,4.04988948439952e-113,5.16678208294617e-111,Promoter (<=1kb),5,134932368,134942637,10270,1,79565,ENSMUST00000047196.13,0
chr11,100737994,100738732,739,*,3957.31130161745,-4.00105183850983,0.177015155352068,-22.6028773104318,4.06034402970775e-113,5.17275122760492e-111,Promoter (<=1kb),11,100715009,100738215,23207,2,19345,ENSMUST00000107364.7,0
chr11,117831849,117832780,932,*,2054.88319695917,-4.16000149833407,0.18420765737561,-22.5832169932631,6.33646470809628e-113,8.00414357203248e-111,Promoter (<=1kb),11,117832104,117835417,3314,1,71562,ENSMUST00000139945.7,0
chr4,156254363,156255793,1431,*,1465.87971804828,-4.77724157414542,0.211582476799884,-22.5786258219473,7.03006818963309e-113,8.86778742343013e-111,Promoter (<=1kb),4,156246966,156255338,8373,2,231004,ENSMUST00000179919.2,0
chr7,126975722,126976817,1096,*,2839.07038010109,-4.03671941076236,0.178817666278149,-22.5745000188253,7.71776563323176e-113,9.72156244883596e-111,Promoter (<=1kb),7,126972624,126975923,3300,2,381922,ENSMUST00000205437.2,0
chr8,70760717,70761458,742,*,4379.23562139892,-3.95421769270927,0.175223760473634,-22.5666752158551,9.21175725768274e-113,1.15871485954785e-110,Promoter (<=1kb),8,70758649,70760946,2298,2,234384,ENSMUST00000038626.9,0
chr5,137600378,137601429,1052,*,3972.25326642258,-4.04726012156365,0.179421265801312,-22.5573044727347,1.13852306592505e-112,1.43009994087303e-110,Promoter (<=1kb),5,137596645,137600708,4064,2,68929,ENSMUST00000111007.7,0
chr11,96075293,96076249,957,*,5170.68434753325,-3.91730889542278,0.173732438762712,-22.5479416700823,1.40677684523446e-112,1.75474838801112e-110,Promoter (<=1kb),11,96068852,96075670,6819,2,11951,ENSMUST00000090541.11,0
chr7,127477402,127479086,1685,*,9222.76270476341,-3.81959849630887,0.169593104636677,-22.5221332228788,2.51943905274732e-112,3.12089850019433e-110,Promoter (<=1kb),7,127479199,127491506,12308,1,14123,ENSMUST00000205432.2,-113
chr10,80399428,80400191,764,*,5501.58429393083,-3.92894861183727,0.174476121711817,-22.5185462244899,2.73183995152314e-112,3.37467015252983e-110,Promoter (<=1kb),10,80392539,80399550,7012,2,17192,ENSMUST00000092295.9,0
chr15,67114479,67115785,1307,*,977.619468363125,-5.39260353679886,0.239523260358469,-22.5139033625725,3.03351033363593e-112,3.74216508926218e-110,Promoter (<=1kb),15,67102875,67113992,11118,2,20442,ENSMUST00000092640.5,-487
chr5,140418252,140419460,1209,*,2874.87464063727,-4.02086654794426,0.178756191082585,-22.4935792354549,4.79699167004244e-112,5.89325890218108e-110,Promoter (<=1kb),5,140419328,140443360,24033,1,27979,ENSMUST00000100507.7,0
chr9,107587154,107588828,1675,*,5467.88826121961,-3.98849413054387,0.177525736537065,-22.4671318556176,8.70334421142051e-112,1.05906454833535e-109,Promoter (<=1kb),9,107587642,107593038,5397,1,15983,ENSMUST00000010192.10,0
chr5,134920181,134920633,453,*,633.860791598889,-6.65118865403662,0.296050832715007,-22.4663737407534,8.85315005955634e-112,1.07583191225762e-109,Exon (ENSMUST00000200866.1/ENSMUST00000200866.1, exon 1 of 1),5,134914249,134915526,1278,2,57255,ENSMUST00000008987.4,-4655
chr4,136285302,136286532,1231,*,3959.35857497621,-3.92410045238634,0.174724098625652,-22.4588392972268,1.04892474486492e-111,1.27120027266715e-109,Promoter (<=1kb),4,136286067,136293942,7876,1,22704,ENSMUST00000069195.4,0
chr15,100422858,100423586,729,*,1482.14290481007,-4.32371972682122,0.192644687880354,-22.4440122091846,1.46420534109373e-111,1.77208419389668e-109,Promoter (<=1kb),15,100387898,100423055,35158,2,18174,ENSMUST00000023774.11,0
chr11,86663272,86663921,650,*,824.445132903787,-6.34746863132928,0.282930079958494,-22.4347606739462,1.80276592202672e-111,2.17010370936442e-109,Promoter (<=1kb),11,86643233,86663573,20341,2,75909,ENSMUST00000127267.1,0
chr11,58947754,58949283,1530,*,1422.87360386141,-4.39280644580525,0.195887708426169,-22.4251255022513,2.23863507370318e-111,2.69116989531351e-109,Promoter (<=1kb),11,58948920,58949533,614,1,78303,ENSMUST00000078267.4,0
chr16,17638043,17638757,715,*,2735.42377290298,-5.86824584573146,0.261711805603359,-22.4225492319791,2.37204070342828e-111,2.84772071580478e-109,Promoter (<=1kb),16,17638322,17641062,2741,1,77626,ENSMUST00000231378.1,0
chr11,116532883,116533374,492,*,734.171644530532,-5.41403354297803,0.241566244568803,-22.4122105828242,2.99209986938845e-111,3.56820857926005e-109,Promoter (<=1kb),11,116532925,116536657,3733,1,20698,ENSMUST00000063396.9,0
chr18,61952640,61953207,568,*,1158.18172550879,-5.9898125928764,0.267324594115279,-22.4065152430135,3.40027912161797e-111,4.0442098025512e-109,Promoter (<=1kb),18,61953075,62015715,62641,1,225608,ENSMUST00000051720.5,0
chr11,116433661,116434295,635,*,3803.83338233301,-4.36952432781629,0.195527257667372,-22.3473922763733,1.28004599282971e-110,1.49857410611541e-108,Promoter (<=1kb),11,116434094,116439077,4984,1,319370,ENSMUST00000057676.6,0
chr3,89421369,89421754,386,*,990.280521476825,-4.64545903288146,0.207879913072026,-22.3468394046899,1.29599111061887e-110,1.5152606248959e-108,Promoter (<=1kb),3,89421628,89429099,7472,1,20416,ENSMUST00000094378.9,0
chr14,41007641,41008493,853,*,759.773737946008,-5.64432075473729,0.252660701020298,-22.3395278012936,1.52648266754602e-110,1.78010140241434e-108,Promoter (<=1kb),14,40994572,41008266,13695,2,70564,ENSMUST00000136661.7,0
chr11,120466972,120468060,1089,*,3725.09247003673,-3.93826557232235,0.176296589154903,-22.3388642468969,1.54932451042932e-110,1.80438885765995e-108,Promoter (<=1kb),11,120467635,120475319,7685,1,15239,ENSMUST00000141826.1,0
chr4,116993616,116994163,548,*,848.13066294675,-5.50555330216569,0.246529574284893,-22.3322224854183,1.79761820688356e-110,2.08812823097914e-108,Promoter (<=1kb),4,116992953,116993597,645,2,22275,ENSMUST00000153629.1,-19
